file_name,action_label,action_label_names,instrument_label,verb_label,target_label,phase_label
video15_clip_1725_1732.mp4,"[19, 29]","['grasper,retract,liver', 'bipolar,coagulate,liver']","[0, 1]","[1, 3]","[8, 8]","[1.0, 1.0]"
video15_clip_1734_1743.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video15_clip_1754_1762.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video15_clip_1770_1775.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video15_clip_1778_1785.mp4,"[82, 94]","['irrigator,aspirate,fluid', 'grasper,null_verb,null_target']","[5, 0]","[6, 9]","[6, 14]","[1.0, 1.0]"
video15_clip_1810_1814.mp4,"[12, 94]","['grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[13, 14]","[1.0, 1.0]"
video15_clip_1816_1820.mp4,[13],"['grasper,pack,gallbladder']",[0],[8],[0],[1.0]
video15_clip_1821_1834.mp4,"[12, 13]","['grasper,grasp,specimen_bag', 'grasper,pack,gallbladder']","[0, 0]","[0, 8]","[13, 0]","[1.0, 1.0]"
video15_clip_1835_1845.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video15_clip_1847_1867.mp4,"[12, 94]","['grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[13, 14]","[1.0, 1.0]"
video15_clip_1868_1879.mp4,"[7, 12, 94]","['grasper,grasp,gallbladder', 'grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0, 0]","[0, 0, 9]","[0, 13, 14]","[1.0, 1.0, 1.0]"
video15_clip_1886_1891.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video15_clip_1892_1899.mp4,"[82, 94]","['irrigator,aspirate,fluid', 'grasper,null_verb,null_target']","[5, 0]","[6, 9]","[6, 14]","[1.0, 1.0]"
video15_clip_1958_1962.mp4,[20],"['grasper,retract,omentum']",[0],[1],[10],[1.0]
video15_clip_1972_1978.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video15_clip_1985_1989.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video15_clip_2007_2011.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video15_clip_2013_2020.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video15_clip_2032_2036.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video18_clip_12_20.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video18_clip_21_33.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_37_76.mp4,"[17, 61]","['grasper,retract,gallbladder', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[0, 10]","[1.0, 1.0]"
video18_clip_77_119.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video18_clip_120_125.mp4,"[20, 53]","['grasper,retract,omentum', 'hook,coagulate,omentum']","[0, 2]","[1, 3]","[10, 10]","[1.0, 1.0]"
video18_clip_126_165.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video18_clip_196_201.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video18_clip_297_310.mp4,"[17, 59]","['grasper,retract,gallbladder', 'hook,dissect,cystic_plate']","[0, 2]","[1, 2]","[0, 1]","[1.0, 1.0]"
video18_clip_312_355.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video18_clip_372_410.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video18_clip_441_453.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_456_462.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_463_486.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video18_clip_571_625.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video18_clip_627_641.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video18_clip_643_656.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video18_clip_657_706.mp4,"[17, 57]","['grasper,retract,gallbladder', 'hook,dissect,cystic_artery']","[0, 2]","[1, 2]","[0, 3]","[1.0, 1.0]"
video18_clip_776_782.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_787_791.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video18_clip_795_806.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video18_clip_808_823.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video18_clip_824_831.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_832_868.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video18_clip_869_882.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_883_890.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video18_clip_891_901.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_902_919.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video18_clip_920_925.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_926_960.mp4,"[17, 78]","['grasper,retract,gallbladder', 'clipper,clip,cystic_artery']","[0, 4]","[1, 4]","[0, 3]","[1.0, 1.0]"
video18_clip_961_972.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_973_989.mp4,"[17, 69]","['grasper,retract,gallbladder', 'scissors,cut,cystic_duct']","[0, 3]","[1, 5]","[0, 2]","[1.0, 1.0]"
video18_clip_992_1013.mp4,[68],"['scissors,cut,cystic_artery']",[3],[5],[3],[1.0]
video18_clip_1015_1020.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_1021_1025.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video18_clip_1112_1132.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video18_clip_1228_1266.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video18_clip_1270_1275.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video18_clip_1276_1305.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video18_clip_1306_1322.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video18_clip_1328_1338.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video18_clip_1339_1353.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video18_clip_1365_1371.mp4,[96],"['hook,null_verb,null_target']",[2],[9],[14],[1.0]
video18_clip_1372_1376.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video18_clip_1378_1410.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video18_clip_1414_1438.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video18_clip_1554_1558.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video18_clip_1559_1564.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video18_clip_1647_1669.mp4,"[7, 12]","['grasper,grasp,gallbladder', 'grasper,grasp,specimen_bag']","[0, 0]","[0, 0]","[0, 13]","[1.0, 1.0]"
video18_clip_1670_1679.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video18_clip_1680_1709.mp4,"[12, 94]","['grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[13, 14]","[1.0, 1.0]"
video18_clip_1729_1734.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video18_clip_1739_1747.mp4,"[19, 29, 99]","['grasper,retract,liver', 'bipolar,coagulate,liver', 'irrigator,null_verb,null_target']","[0, 1, 5]","[1, 3, 9]","[8, 8, 14]","[1.0, 1.0, 1.0]"
video18_clip_1748_1780.mp4,"[19, 29]","['grasper,retract,liver', 'bipolar,coagulate,liver']","[0, 1]","[1, 3]","[8, 8]","[1.0, 1.0]"
video18_clip_1797_1804.mp4,"[19, 29, 99]","['grasper,retract,liver', 'bipolar,coagulate,liver', 'irrigator,null_verb,null_target']","[0, 1, 5]","[1, 3, 9]","[8, 8, 14]","[1.0, 1.0, 1.0]"
video18_clip_1805_1822.mp4,"[19, 29]","['grasper,retract,liver', 'bipolar,coagulate,liver']","[0, 1]","[1, 3]","[8, 8]","[1.0, 1.0]"
video18_clip_1830_1837.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video18_clip_1843_1847.mp4,"[88, 95]","['irrigator,irrigate,abdominal_wall_cavity', 'bipolar,null_verb,null_target']","[5, 1]","[7, 9]","[7, 14]","[1.0, 1.0]"
video18_clip_1852_1863.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video18_clip_1874_1880.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video18_clip_1885_1890.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video18_clip_1891_1897.mp4,"[12, 95]","['grasper,grasp,specimen_bag', 'bipolar,null_verb,null_target']","[0, 1]","[0, 9]","[13, 14]","[1.0, 1.0]"
video18_clip_1916_1922.mp4,[95],"['bipolar,null_verb,null_target']",[1],[9],[14],[1.0]
video22_clip_127_134.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_136_147.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_148_159.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_167_197.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_199_207.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_208_222.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_225_244.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_245_253.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_256_266.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_268_307.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video22_clip_309_322.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video22_clip_327_354.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_361_367.mp4,"[17, 57]","['grasper,retract,gallbladder', 'hook,dissect,cystic_artery']","[0, 2]","[1, 2]","[0, 3]","[1.0, 1.0]"
video22_clip_368_372.mp4,[57],"['hook,dissect,cystic_artery']",[2],[2],[3],[1.0]
video22_clip_373_387.mp4,"[17, 57]","['grasper,retract,gallbladder', 'hook,dissect,cystic_artery']","[0, 2]","[1, 2]","[0, 3]","[1.0, 1.0]"
video22_clip_389_396.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_402_409.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_418_426.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_427_447.mp4,"[17, 82]","['grasper,retract,gallbladder', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[0, 6]","[1.0, 1.0]"
video22_clip_448_459.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_462_471.mp4,"[17, 78]","['grasper,retract,gallbladder', 'clipper,clip,cystic_artery']","[0, 4]","[1, 4]","[0, 3]","[1.0, 1.0]"
video22_clip_473_480.mp4,"[17, 78]","['grasper,retract,gallbladder', 'clipper,clip,cystic_artery']","[0, 4]","[1, 4]","[0, 3]","[1.0, 1.0]"
video22_clip_481_486.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_487_493.mp4,"[17, 78]","['grasper,retract,gallbladder', 'clipper,clip,cystic_artery']","[0, 4]","[1, 4]","[0, 3]","[1.0, 1.0]"
video22_clip_495_508.mp4,"[17, 98]","['grasper,retract,gallbladder', 'clipper,null_verb,null_target']","[0, 4]","[1, 9]","[0, 14]","[1.0, 1.0]"
video22_clip_509_514.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_515_544.mp4,"[17, 82]","['grasper,retract,gallbladder', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[0, 6]","[1.0, 1.0]"
video22_clip_549_558.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_559_578.mp4,[27],"['bipolar,coagulate,cystic_plate']",[1],[3],[1],[1.0]
video22_clip_581_590.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_591_613.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video22_clip_614_618.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_619_623.mp4,"[17, 69]","['grasper,retract,gallbladder', 'scissors,cut,cystic_duct']","[0, 3]","[1, 5]","[0, 2]","[1.0, 1.0]"
video22_clip_624_635.mp4,"[17, 68]","['grasper,retract,gallbladder', 'scissors,cut,cystic_artery']","[0, 3]","[1, 5]","[0, 3]","[1.0, 1.0]"
video22_clip_713_721.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_722_748.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_749_753.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video22_clip_754_775.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_776_780.mp4,[96],"['hook,null_verb,null_target']",[2],[9],[14],[1.0]
video22_clip_785_796.mp4,[6],"['grasper,grasp,cystic_plate']",[0],[0],[1],[1.0]
video22_clip_806_821.mp4,[94],"['grasper,null_verb,null_target']",[0],[9],[14],[1.0]
video22_clip_826_846.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_847_876.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video22_clip_877_889.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_907_912.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video22_clip_919_927.mp4,[52],"['hook,coagulate,liver']",[2],[3],[8],[1.0]
video22_clip_933_941.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video22_clip_946_950.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_951_990.mp4,"[19, 60]","['grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[8, 0]","[1.0, 1.0]"
video22_clip_996_1017.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video22_clip_1021_1053.mp4,"[17, 19, 60]","['grasper,retract,gallbladder', 'grasper,retract,liver', 'hook,dissect,gallbladder']","[0, 0, 2]","[1, 1, 2]","[0, 8, 0]","[1.0, 1.0, 1.0]"
video22_clip_1060_1065.mp4,"[7, 19]","['grasper,grasp,gallbladder', 'grasper,retract,liver']","[0, 0]","[0, 1]","[0, 8]","[1.0, 1.0]"
video22_clip_1084_1088.mp4,"[7, 12, 19]","['grasper,grasp,gallbladder', 'grasper,grasp,specimen_bag', 'grasper,retract,liver']","[0, 0, 0]","[0, 0, 1]","[0, 13, 8]","[1.0, 1.0, 1.0]"
video22_clip_1089_1112.mp4,"[7, 12]","['grasper,grasp,gallbladder', 'grasper,grasp,specimen_bag']","[0, 0]","[0, 0]","[0, 13]","[1.0, 1.0]"
video22_clip_1118_1123.mp4,"[12, 94]","['grasper,grasp,specimen_bag', 'grasper,null_verb,null_target']","[0, 0]","[0, 9]","[13, 14]","[1.0, 1.0]"
video22_clip_1124_1144.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video22_clip_1155_1159.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_1160_1164.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video22_clip_1166_1170.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video22_clip_1194_1198.mp4,"[19, 20, 82]","['grasper,retract,liver', 'grasper,retract,omentum', 'irrigator,aspirate,fluid']","[0, 0, 5]","[1, 1, 6]","[8, 10, 6]","[1.0, 1.0, 1.0]"
video22_clip_1206_1214.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video22_clip_1218_1228.mp4,"[19, 99]","['grasper,retract,liver', 'irrigator,null_verb,null_target']","[0, 5]","[1, 9]","[8, 14]","[1.0, 1.0]"
video22_clip_1229_1244.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_1245_1253.mp4,"[19, 27]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate']","[0, 1]","[1, 3]","[8, 1]","[1.0, 1.0]"
video22_clip_1255_1260.mp4,"[19, 27]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate']","[0, 1]","[1, 3]","[8, 1]","[1.0, 1.0]"
video22_clip_1261_1266.mp4,"[19, 27, 82]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate', 'irrigator,aspirate,fluid']","[0, 1, 5]","[1, 3, 6]","[8, 1, 6]","[1.0, 1.0, 1.0]"
video22_clip_1267_1282.mp4,"[19, 27]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate']","[0, 1]","[1, 3]","[8, 1]","[1.0, 1.0]"
video22_clip_1283_1314.mp4,"[19, 27, 82]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate', 'irrigator,aspirate,fluid']","[0, 1, 5]","[1, 3, 6]","[8, 1, 6]","[1.0, 1.0, 1.0]"
video22_clip_1318_1324.mp4,"[19, 27]","['grasper,retract,liver', 'bipolar,coagulate,cystic_plate']","[0, 1]","[1, 3]","[8, 1]","[1.0, 1.0]"
video22_clip_1325_1333.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_1360_1379.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_1383_1389.mp4,[19],"['grasper,retract,liver']",[0],[1],[8],[1.0]
video22_clip_1391_1395.mp4,[82],"['irrigator,aspirate,fluid']",[5],[6],[6],[1.0]
video22_clip_1396_1422.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video22_clip_1428_1438.mp4,"[19, 82]","['grasper,retract,liver', 'irrigator,aspirate,fluid']","[0, 5]","[1, 6]","[8, 6]","[1.0, 1.0]"
video22_clip_1468_1482.mp4,[12],"['grasper,grasp,specimen_bag']",[0],[0],[13],[1.0]
video22_clip_1522_1526.mp4,[95],"['bipolar,null_verb,null_target']",[1],[9],[14],[1.0]
video23_clip_0_8.mp4,"[17, 94]","['grasper,retract,gallbladder', 'grasper,null_verb,null_target']","[0, 0]","[1, 9]","[0, 14]","[1.0, 1.0]"
video23_clip_12_27.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video23_clip_28_51.mp4,"[17, 61]","['grasper,retract,gallbladder', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[0, 10]","[1.0, 1.0]"
video23_clip_82_86.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video23_clip_93_110.mp4,"[17, 20, 61]","['grasper,retract,gallbladder', 'grasper,retract,omentum', 'hook,dissect,omentum']","[0, 0, 2]","[1, 1, 2]","[0, 10, 10]","[1.0, 1.0, 1.0]"
video23_clip_123_130.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video23_clip_132_163.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video23_clip_164_174.mp4,[61],"['hook,dissect,omentum']",[2],[2],[10],[1.0]
video23_clip_175_185.mp4,"[20, 61]","['grasper,retract,omentum', 'hook,dissect,omentum']","[0, 2]","[1, 2]","[10, 10]","[1.0, 1.0]"
video23_clip_201_209.mp4,[61],"['hook,dissect,omentum']",[2],[2],[10],[1.0]
video23_clip_215_224.mp4,[61],"['hook,dissect,omentum']",[2],[2],[10],[1.0]
video23_clip_232_236.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video23_clip_238_247.mp4,"[17, 96]","['grasper,retract,gallbladder', 'hook,null_verb,null_target']","[0, 2]","[1, 9]","[0, 14]","[1.0, 1.0]"
video23_clip_248_280.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video23_clip_281_294.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video23_clip_295_299.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video23_clip_369_383.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video23_clip_384_396.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
video23_clip_398_438.mp4,"[17, 59]","['grasper,retract,gallbladder', 'hook,dissect,cystic_plate']","[0, 2]","[1, 2]","[0, 1]","[1.0, 1.0]"
video23_clip_441_469.mp4,"[17, 59]","['grasper,retract,gallbladder', 'hook,dissect,cystic_plate']","[0, 2]","[1, 2]","[0, 1]","[1.0, 1.0]"
video23_clip_544_551.mp4,"[17, 57]","['grasper,retract,gallbladder', 'hook,dissect,cystic_artery']","[0, 2]","[1, 2]","[0, 3]","[1.0, 1.0]"
video23_clip_552_602.mp4,"[17, 58]","['grasper,retract,gallbladder', 'hook,dissect,cystic_duct']","[0, 2]","[1, 2]","[0, 2]","[1.0, 1.0]"
video23_clip_603_610.mp4,[17],"['grasper,retract,gallbladder']",[0],[1],[0],[1.0]
video23_clip_611_622.mp4,"[4, 17]","['grasper,grasp,cystic_duct', 'grasper,retract,gallbladder']","[0, 0]","[0, 1]","[2, 0]","[1.0, 1.0]"
video23_clip_630_636.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video23_clip_637_647.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video23_clip_649_653.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video23_clip_655_664.mp4,"[17, 79]","['grasper,retract,gallbladder', 'clipper,clip,cystic_duct']","[0, 4]","[1, 4]","[0, 2]","[1.0, 1.0]"
video23_clip_665_669.mp4,[79],"['clipper,clip,cystic_duct']",[4],[4],[2],[1.0]
video23_clip_672_685.mp4,[78],"['clipper,clip,cystic_artery']",[4],[4],[3],[1.0]
video23_clip_696_702.mp4,[68],"['scissors,cut,cystic_artery']",[3],[5],[3],[1.0]
video23_clip_703_708.mp4,[69],"['scissors,cut,cystic_duct']",[3],[5],[2],[1.0]
video23_clip_717_773.mp4,[60],"['hook,dissect,gallbladder']",[2],[2],[0],[1.0]
video23_clip_774_780.mp4,"[17, 60]","['grasper,retract,gallbladder', 'hook,dissect,gallbladder']","[0, 2]","[1, 2]","[0, 0]","[1.0, 1.0]"
